"Ubicazione","Quartiere","Zona","Sottoarea","lat","lon","AttivitÃ_prevalente","Row_Number"
"VIA S.CROCE, 10/A","Porto - Saragozza","Malpighi","Esercizi di vicinato",44.49610179,11.32900523,"Libri",3478
"VIA CADUTI DI CASTELDEBOLE, 52/A","Borgo Panigale - Reno","Borgo Panigale","Esercizi di vicinato",44.49997059,11.27755234,"Abbigliamento",3479
"VIA ERMANNO GALEOTTI, 4/B","San Donato - San Vitale","San Donato","Phone center/Internet point",44.5031554,11.36434324,"",3480
"VIA S.ISAIA, 39/3A","Porto - Saragozza","Malpighi","Esercizi di vicinato",44.49453401,11.33171169,"Pane - pasticceria - dolciumi",3481
"VIA UGO BASSI, 10","Porto - Saragozza","Malpighi","Esercizi di vicinato",44.4953904,11.33857659,"Gelati  torte  semifreddi",3482
"VIA ADELAIDE RISTORI, 13","San Donato - San Vitale","San Donato","Esercizi di vicinato",44.50242309,11.37096087,"Pane - pasticceria - dolciumi",3483
"VIALE TITO CARNACINI, 27","San Donato - San Vitale","San Donato","Medie strutture di vendita",44.51389516,11.40125891,"Abbigliamento e accessori",3484
"VIA EMILIA PONENTE, 10/E","Porto - Saragozza","Saffi","Esercizi di vicinato",44.50289484,11.31605643,"Autoveicoli usati",3485
"VIALE TITO CARNACINI, 37","San Donato - San Vitale","San Donato","Medie strutture di vendita",44.51342279,11.40251266,"",3486
"VIA S.STEFANO, 29","Santo Stefano","Galvani","Esercizi di vicinato",44.4907744,11.34930378,"Calzature e articoli in cuoio",3487
"VIA UGO BASSI, 7/D","Porto - Saragozza","Marconi","Esercizi di vicinato",44.49533963,11.34035429,"Abbigliamento",3488
"VIA DE' CARBONESI, 2/B","Porto - Saragozza","Malpighi","Esercizi di vicinato",44.49126221,11.34153301,"Telefoni cellulari ed accessori",3489
"VIA NOSADELLA, 9/A","Porto - Saragozza","Malpighi","Esercizi di vicinato",44.49275898,11.33555742,"Arredo bagno",3490
"VIA GIACOMO MATTEOTTI, 26","Navile","Bolognina","Esercizi di vicinato",44.50925609,11.34660431,"Casalinghi",3491
"VIA ERMANNO GALEOTTI, 2/B","San Donato - San Vitale","San Donato","Esercizi di vicinato",44.503359,11.36415349,"",3492
"VICOLO RANOCCHI, 1/B","Santo Stefano","Galvani","Esercizi di vicinato",44.49387714,11.34435983,"Alimentari confezionati",3493
"VIA ANDREA COSTA, 76/2B","Porto - Saragozza","Costa Saragozza","Esercizi di vicinato",44.4952806,11.32031122,"Prodotti ortofrutticoli",3494
"VIA PELAGIO PALAGI, 20/4","San Donato - San Vitale","S. Vitale","Esercizi di vicinato",44.49064257,11.36589361,"Prodotti ortofrutticoli",3495
"VIA DELL'ELETTRICISTA, 26","San Donato - San Vitale","S. Vitale","Esercizi di vicinato",44.50293701,11.40280076,"Articoli foto-cine e accessori",3496
"VIA VALDOSSOLA, 25/G","Porto - Saragozza","Costa Saragozza","Esercizi di vicinato",44.49625683,11.31407066,"Settore non alimentare",3497
"VIA FERRARESE, 71/A","Navile","Bolognina","Phone center/Internet point",44.51130195,11.35010788,"",3498
"VIA FRANCESCO BARBIERI, 129/C","Navile","Bolognina","Esercizi di vicinato",44.51703559,11.33803212,"Prodotti ortofrutticoli",3499
"VIA SARAGOZZA, 18/D","Porto - Saragozza","Malpighi","Esercizi di vicinato",44.49011503,11.33544428,"Abbigliamento e accessori",3500
"VIA EMILIA LEVANTE, 69/B","Savena","Mazzini","Esercizi di vicinato",44.48126998,11.38065825,"Infissi",3501
"VIA ANDREA COSTA, 39/A","Porto - Saragozza","Costa Saragozza","Esercizi di vicinato",44.49509947,11.32585878,"Articoli per illuminazione",3502
"VIA PIETRO MENGOLI, 33","San Donato - San Vitale","S. Vitale","Esercizi di vicinato",44.49038671,11.37254239,"Pasta fresca e prodotti da forno",3503
"VIA NAZARIO SAURO, 32/A","Porto - Saragozza","Marconi","Esercizi di vicinato",44.49829062,11.33966931,"Pellicceria",3504
"VIA ACHILLE GRANDI, 1","Borgo Panigale - Reno","Barca","Esercizi di vicinato",44.49377448,11.28742085,"",3505
"STRADA MAGGIORE, 39","Santo Stefano","Galvani","Esercizi di vicinato",44.49221103,11.3514782,"Farmacia",3506
"VIA AUGUSTO ROMAGNOLI, 32/A","Santo Stefano","Murri","Esercizi di vicinato",44.47694229,11.37010815,"Abbigliamento e accessori",3507
"VIA PARIGI, 5","Porto - Saragozza","Marconi","Esercizi di vicinato",44.49679155,11.34072233,"Libri",3508
"VIA DELLA CERTOSA, 10/G","Porto - Saragozza","Costa Saragozza","Esercizi di vicinato",44.49430041,11.31067431,"Articoli cimiteriali e manufatti in marmo",3509
"VIA AMEDEO LIPPARINI, 12/D","Navile","Corticella","Esercizi di vicinato",44.54028429,11.35818895,"Sexy shop",3510
"VIA DI CORTICELLA, 208","Navile","Corticella","Esercizi di vicinato",44.54157214,11.35558465,"Pane - pasticceria - dolciumi",3511
"VIA CASTIGLIONE, 62/2A","Santo Stefano","Galvani","Esercizi di vicinato",44.48703146,11.34839987,"Carne e prodotti a base di carne",3512
"VIA RIALTO, 1/B","Santo Stefano","Galvani","Esercizi di vicinato",44.48990842,11.35010142,"Alimentari confezionati",3513
"VIA FRANCESCA E.DE GIOVANNI, 37/A","Navile","Bolognina","Esercizi di vicinato",44.52484803,11.34643141,"Accessori - prodotti e alimenti per animali",3514
"VIA CARLO SIGONIO, 13/A","Santo Stefano","Murri","Esercizi di vicinato",44.4818882,11.37103965,"Alimenti dietetici e biologici",3515
"VIA NICOLO' DALL'ARCA, 2/B","Navile","Bolognina","Esercizi di vicinato",44.50762634,11.34198117,"Alimentari confezionati",3516
"VIA GIUSEPPE MASSARENTI, 71","San Donato - San Vitale","S. Vitale","Medie strutture di vendita",44.49276563,11.37035758,"Abbigliamento e accessori",3517
"VIA DEL CARROZZAIO, 19","San Donato - San Vitale","S. Vitale","Esercizi di vicinato",44.49764386,11.39849858,"",3518
"VIALE FELSINA, 33/A","Savena","Mazzini","Esercizi di vicinato",44.4871951,11.37777435,"",3519
"VIA DAL LUZZO, 4","Santo Stefano","Galvani","Esercizi di vicinato",44.49352447,11.34751389,"Oggetti di antiquariato",3520
"VIA TINTORETTO, 1","Borgo Panigale - Reno","Barca","Esercizi di vicinato",44.49949534,11.2971367,"",3521
"VIA TOSCANA, 58/3","Savena","S. Ruffillo","Esercizi di vicinato",44.46229842,11.37088414,"",3522
"VIA UGO BASSI, 7/F","Porto - Saragozza","Marconi","Esercizi di vicinato",44.49535497,11.34024321,"Settore non alimentare",3523
"VIA GIOVANNI ELKAN, 6/C","Borgo Panigale - Reno","Borgo Panigale","Esercizi di vicinato",44.53104933,11.26787125,"Biancheria per la casa",3524
"VIA ZAMBONI, 56/A","Santo Stefano","Irnerio","Esercizi di vicinato",44.49719413,11.35290498,"Gadget",3525
"VIA GIUSEPPE MASSARENTI, 37/A","San Donato - San Vitale","S. Vitale","Esercizi di vicinato",44.49260301,11.36822699,"Prodotti ortofrutticoli",3526
"VIA UGO BASSI, 23","Porto - Saragozza","Marconi","Esercizi di vicinato",44.4958048,11.33815433,"Prodotti ortofrutticoli",3527
"VIA MAZZINI, 43/A","Santo Stefano","Murri","Esercizi di vicinato",44.48822362,11.36191831,"Schede telefoniche telefoni cellulari",3528
"GALLERIA VIALARGA, 10","San Donato - San Vitale","S. Vitale","Esercizi di vicinato",44.49773645,11.39078225,"Abbigliamento intimo",3529
"VIA CLAVATURE, 17/A","Santo Stefano","Galvani","Esercizi di vicinato",44.49297883,11.34588063,"Pellicceria",3530
"VIA GUGLIELMO OBERDAN, 4/D","Santo Stefano","Irnerio","Esercizi di vicinato",44.49478819,11.34548518,"Abbigliamento",3531
"VIA DELL'INDIPENDENZA, 68/E","Porto - Saragozza","Marconi","Esercizi di vicinato",44.50224635,11.34454505,"Articoli per arredamento e ornamento della casa",3532
"VIA GIUSEPPE CRESPI, 5/A","Navile","Bolognina","Esercizi di vicinato",44.51418847,11.34674983,"Carne e prodotti a base di carne",3533
"VIA DELLE LAME, 79","Porto - Saragozza","Marconi","Esercizi di vicinato",44.49994458,11.33500688,"Autoveicoli e autoricambi",3534
"VIA FRIULI-VENEZIA GIULIA, 1","Savena","Mazzini","Esercizi di vicinato",44.47864507,11.38138243,"Motocicli ciclomotori e pezzi di ricambio",3535
"VIA NAPOLI, 22/C","Savena","Mazzini","Esercizi di vicinato",44.47463353,11.39126242,"",3536
"VIA D'AZEGLIO, 22/A","Santo Stefano","Galvani","Esercizi di vicinato",44.49240754,11.34203052,"Cialde di caffe' the e tisane",3537
"VIA S.GERVASIO, 4/D","Porto - Saragozza","Marconi","Esercizi di vicinato",44.4961753,11.33782653,"Alimentari confezionati",3538
"VIALE PIETRO PIETRAMELLARA, 4/2","Porto - Saragozza","Saffi","Esercizi di vicinato",44.50349781,11.33460682,"",3539
"VIA UGO BASSI, 25","Porto - Saragozza","Marconi","Esercizi di vicinato",44.49578087,11.33809174,"",3540
"VIA DEL LAVORO, 54/C","San Donato - San Vitale","San Donato","Esercizi di vicinato",44.50750162,11.3564997,"Alimenti dietetici e biologici",3541
"VIA DE MARCHI, 29/A","Porto - Saragozza","Malpighi","Esercizi di vicinato",44.49418328,11.33429957,"Alimentari confezionati",3542
"VIA CRISTOFORO COLOMBO, 77/9C","Navile","Lame","Esercizi di vicinato",44.54274669,11.34519337,"",3543
"VIA DEL FONDITORE, 16/E","San Donato - San Vitale","S. Vitale","Esercizi di vicinato",44.49905171,11.40270826,"Alimentari confezionati",3544
"VIA DI CORTICELLA, 94/A","Navile","Bolognina","Esercizi di vicinato",44.51658637,11.34753616,"",3545
"VIA FRANCESCO ALBANI, 15/B","Navile","Bolognina","Esercizi di vicinato",44.51050091,11.34319445,"",3546
"VIA GIACOMO MATTEOTTI, 6/E","Navile","Bolognina","Esercizi di vicinato",44.50764807,11.34611088,"Ottica",3547
"VIA FRANCESCO BARACCA, 6","Porto - Saragozza","Saffi","Esercizi di vicinato",44.50308037,11.31368354,"Articoli medicali e ortopedici",3548
"VIA GIUSEPPE MASSARENTI, 203/A","San Donato - San Vitale","S. Vitale","Esercizi di vicinato",44.4931271,11.38533833,"Cartoleria",3549
"VIA GUGLIELMO MARCONI, 18","Porto - Saragozza","Marconi","Esercizi di vicinato",44.49749134,11.33758107,"Articoli per l'igiene della persona",3550
"VIA MASSENZIO MASIA, 32","San Donato - San Vitale","S. Vitale","Esercizi di vicinato",44.49740286,11.36428655,"Alimentari confezionati",3551
"VIA DE' MONARI, 1/A","Porto - Saragozza","Marconi","Esercizi di vicinato",44.49708813,11.34287761,"Libri",3552
"VIA FILIPPO TURATI, 30/C","Porto - Saragozza","Costa Saragozza","Esercizi di vicinato",44.49425918,11.32354004,"Tappeti antichi",3553
"VIA GUGLIELMO OBERDAN, 45/A","Santo Stefano","Irnerio","Esercizi di vicinato",44.49839748,11.34641023,"Alimentari confezionati",3554
"VIALE ROMA, 10","Savena","Mazzini","Edicole",44.47111313,11.39034848,"",3555
"VIA DELL'ARTIGIANO, 17/D","San Donato - San Vitale","San Donato","Esercizi di vicinato",44.50229908,11.36522549,"Alimentari confezionati",3556
"VIA LARGA, 39","San Donato - San Vitale","S. Vitale","Esercizi di vicinato",44.50450166,11.39922725,"Autoveicoli e autoricambi",3557
"VIA BORGONUOVO, 18/D","Santo Stefano","Galvani","Esercizi di vicinato",44.49087307,11.34976705,"Articoli di tappezzeria",3558
"VIA ALESSANDRO TIARINI, 16/C","Navile","Bolognina","Esercizi di vicinato",44.50856534,11.34281175,"Farmacia",3559
"VIA EMILIA PONENTE, 126/A","Borgo Panigale - Reno","S. Viola","Esercizi di vicinato",44.50805296,11.30017085,"Mobili",3560
"VIA S.ISAIA, 11/A","Porto - Saragozza","Malpighi","Esercizi di vicinato",44.49381306,11.33346612,"Telefoni cellulari ed accessori",3561
"VIA ALBERTO CALDA, 3/A","Borgo Panigale - Reno","Barca","Esercizi di vicinato",44.48919148,11.29808859,"Accessori - prodotti e alimenti per animali",3562
"VIA DELLE LAME, 37/C","Porto - Saragozza","Marconi","Edicole",44.49802445,11.33617111,"",3563
"VIA CALABRIA, 37","Savena","Mazzini","Esercizi di vicinato",44.4752193,11.38400756,"Settore non alimentare",3564
"VIA ANTONIO CAVALIERI DUCATI, 5/A","Borgo Panigale - Reno","Borgo Panigale","Esercizi di vicinato",44.51400772,11.2663816,"Vernici e colori",3565
"VIA DEL FONDITORE, 16","San Donato - San Vitale","S. Vitale","Esercizi di vicinato",44.49915866,11.40233598,"Settore non alimentare",3566
"VIA BELLARIA, 18/A","Savena","Mazzini","Esercizi di vicinato",44.47823902,11.38500779,"Prodotti di erboristeria",3567
"VIA MARCHESANA, 12","Santo Stefano","Galvani","Esercizi di vicinato",44.4925707,11.34486875,"Abbigliamento e accessori",3568
"VIA RIZZOLI, 34","Santo Stefano","Irnerio","Esercizi di vicinato",44.494463,11.34578406,"Abbigliamento e accessori",3569
"VIA MARCO EMILIO LEPIDO, 54/4C","Borgo Panigale - Reno","Borgo Panigale","Esercizi di vicinato",44.51686344,11.27622006,"Profumeria",3570
"VIA RIZZOLI, 7","Santo Stefano","Galvani","Grandi strutture di vendita",44.49420119,11.34573243,"Settore non alimentare",3571
"VIA TOSCANA, 28","Savena","S. Ruffillo","Esercizi di vicinato",44.46914213,11.37123156,"Abbigliamento",3572
"VIA DELL'INDUSTRIA, 36","San Donato - San Vitale","S. Vitale","Esercizi di vicinato",44.50521591,11.40172126,"Autoveicoli e moto di grossa cilindrata",3573
"VIA FRASSINAGO, 21","Porto - Saragozza","Malpighi","Esercizi di vicinato",44.49305654,11.33239164,"Prodotti da forno",3574
"VIA S.ISAIA, 29/A","Porto - Saragozza","Malpighi","Esercizi di vicinato",44.49402146,11.33242714,"Bevande vini - olii - birra ed altre",3575
"VIA ALESSANDRO STOPPATO, 27","Navile","Corticella","Esercizi di vicinato",44.54224409,11.35726125,"mobili",3576
"VIA S.STEFANO, 128/A","Santo Stefano","Galvani","Esercizi di vicinato",44.48622731,11.35423725,"Calzature e articoli in cuoio",3577
"PIAZZA SERGIO VIEIRA DE MELLO, 3","San Donato - San Vitale","San Donato","Esercizi di vicinato",44.51171239,11.35779418,"Libri",3578
"VIA ARNO, 27/D","Savena","Mazzini","Esercizi di vicinato",44.47395202,11.38791427,"Abbigliamento",3579
"VIA DEL LAVORO, 14","San Donato - San Vitale","San Donato","Phone center/Internet point",44.50379696,11.36061992,"",3580
"VIA FARINI, 11/A","Santo Stefano","Galvani","Medie strutture di vendita",44.49137704,11.34515077,"Profumeria",3581
"VIA IRNERIO, 20/A","Santo Stefano","Irnerio","Esercizi di vicinato",44.49991942,11.35001809,"Bevande vini - olii - birra ed altre",3582
"VIA S.DONATO, 146/3B","San Donato - San Vitale","San Donato","Esercizi di vicinato",44.5072647,11.37441627,"Vernici e colori",3583
"VIA FILIPPO BEROALDO, 55/A","San Donato - San Vitale","San Donato","Esercizi di vicinato",44.50082889,11.37029634,"",3584
"VIA DRAPPERIE, 8/A","Santo Stefano","Galvani","Esercizi di vicinato",44.493532,11.34520036,"Pesce molluschi crostacei",3585
"VIA SARDEGNA, 6/A","Savena","Mazzini","Edicole",44.47597014,11.38380318,"",3586
"VIA GIUSEPPE DOZZA, 33","Savena","Mazzini","Esercizi di vicinato",44.47330196,11.40032658,"Alimentari confezionati",3587
"VIA POMPEO VIZZANI, 45","San Donato - San Vitale","S. Vitale","Ingrosso",44.48970808,11.37082629,"Bevande vini - olii - birra ed altre",3588
"VIA LUIGI ZAMBONI, 9","Santo Stefano","Irnerio","Esercizi di vicinato",44.49510042,11.34774192,"Libri",3589
"VIA DELLA PIETRA, 29/1A","Borgo Panigale - Reno","Borgo Panigale","Esercizi di vicinato",44.50900659,11.28425271,"Abbigliamento e accessori",3590
"VIA DEL BORGO DI S.PIETRO, 52/B","Santo Stefano","Irnerio","Esercizi di vicinato",44.50027895,11.34902714,"Ottica",3591
"VIA GIUSEPPE DOZZA, 8","Savena","Mazzini","Esercizi di vicinato",44.47638515,11.39393082,"Mobili",3592
"VIA CASTIGLIONE, 5/D","Santo Stefano","Galvani","Esercizi di vicinato",44.4930734,11.3463134,"Abbigliamento",3593
"VIA TORLEONE, 5/A","Santo Stefano","Irnerio","Esercizi di vicinato",44.49135239,11.35547023,"Alimentari confezionati",3594
"VIA UMBERTO GIORDANO, 14/C","Savena","S. Ruffillo","Esercizi di vicinato",44.46843696,11.37289465,"Articoli per arredamento e ornamento della casa",3595
"VICOLO COLOMBINA, 5/B","Santo Stefano","Galvani","Ingrosso",44.49238635,11.34216851,"Bevande vini - olii - birra ed altre",3596
"VIA TOSCANA, 78","Savena","S. Ruffillo","Esercizi di vicinato",44.46108085,11.37063722,"Merceria",3597
"PIAZZA GALILEO, 4/C","Porto - Saragozza","Malpighi","Esercizi di vicinato",44.49316117,11.3408928,"Pane - pasticceria - dolciumi",3598
"VIA DEL PRATELLO, 50/A","Porto - Saragozza","Malpighi","Phone center/Internet point",44.49548438,11.33203254,"",3599
"VIA S.DONATO, 51/3A","San Donato - San Vitale","San Donato","Esercizi di vicinato",44.5034892,11.36463878,"Bigiotteria",3600
"VIA DELLA COOPERAZIONE, 19","Navile","Corticella","Esercizi di vicinato",44.53507116,11.34582734,"Giardinaggio ed hobbistica",3601
"VIA DELLE LAME, 25","Porto - Saragozza","Marconi","Esercizi di vicinato",44.49712092,11.336798,"Pasta fresca e prodotti da forno",3602
"PIAZZA TRENTO E TRIESTE, 1","Santo Stefano","Murri","Esercizi di vicinato",44.48767162,11.36241239,"Alimentari confezionati",3603
"VIA PASUBIO, 92/O","Porto - Saragozza","Saffi","Esercizi di vicinato",44.49997779,11.31150325,"Prodotti ortofrutticoli",3604
"VIA GIUSEPPE MASSARENTI, 54/B","San Donato - San Vitale","S. Vitale","Esercizi di vicinato",44.49336683,11.36004922,"Sigaretta elettronica",3605
"STRADA MAGGIORE, 13/A","Santo Stefano","Galvani","Esercizi di vicinato",44.4935487,11.34795518,"Abbigliamento e accessori",3606
"VIA AUGUSTO RIGHI, 10/A","Santo Stefano","Irnerio","Medie strutture di vendita",44.49916327,11.34485773,"",3607
"VIA CASTIGLIONE, 11","Santo Stefano","Galvani","Esercizi di vicinato",44.49115194,11.3463872,"Cartoleria",3608
"VIA GUGLIELMO OBERDAN, 4/C","Santo Stefano","Irnerio","Esercizi di vicinato",44.49476427,11.34547944,"Casalinghi",3609
"VIA S.VITALE, 50/A","Santo Stefano","Irnerio","Esercizi di vicinato",44.49434895,11.35103091,"Articoli di pelletteria  Borse  Ombrelli",3610
"VIA DEL PRATELLO, 97/D","Porto - Saragozza","Malpighi","Esercizi di vicinato",44.49560895,11.32956744,"Pane - pasticceria - dolciumi",3611
"VIA ANTONIO BONDI, 3/F","San Donato - San Vitale","S. Vitale","Esercizi di vicinato",44.48671879,11.36760677,"Piante e fiori",3612
"VIA RUGGERO GRIECO, 7/A","Borgo Panigale - Reno","Barca","Esercizi di vicinato",44.49177682,11.29760967,"Prodotti ortofrutticoli",3613
"VIA AUGUSTO MURRI, 103/D","Santo Stefano","Murri","Esercizi di vicinato",44.47947542,11.36416574,"Porte finestre",3614
"VIA MARCO POLO, 3","Navile","Lame","Esercizi di vicinato",44.51379418,11.32886209,"Abbigliamento e accessori",3615
"VIA S.STEFANO, 40","Santo Stefano","Galvani","Esercizi di vicinato",44.4899638,11.35065136,"",3616
"VIA GIUSEPPE MASSARENTI, 26/B","San Donato - San Vitale","S. Vitale","Esercizi di vicinato",44.49369187,11.35886967,"Settore non alimentare",3617
"VIA UMBERTO TERRACINI, 20","Navile","Lame","Ingrosso",44.51617915,11.32141494,"Carne e prodotti a base di carne",3618
"VIA EUGENIO CURIEL, 10/A","Porto - Saragozza","Costa Saragozza","Esercizi di vicinato",44.49033107,11.31507466,"Integratori alimentari",3619
"VIA FONDAZZA, 1/C","Santo Stefano","Galvani","Esercizi di vicinato",44.49040084,11.35574479,"Articoli di cartoleria libri telefonia informatica fotografia",3620
"VIA CAMILLO PROCACCINI, 10/B","Navile","Bolognina","Esercizi di vicinato",44.51315971,11.34530833,"Bigiotteria",3621
"VIA FERRARESE, 165/A","Navile","Bolognina","Esercizi di vicinato",44.51524222,11.35359113,"Prodotti ortofrutticoli",3622
"VIALE DELLA REPUBBLICA, 14/A","San Donato - San Vitale","San Donato","Esercizi di vicinato",44.50396805,11.3631568,"Altro (vendita di una grande varietÃ  di prodotti non alimentari)",3623
"VIA S. BARBARA, 9","Santo Stefano","Colli","Esercizi di vicinato",44.4769014,11.35558259,"Settore non alimentare",3624
"VIA FRANCESCO BARACCA, 3","Porto - Saragozza","Saffi","Punti di vendita non esclusivi di quotidiani e/o periodici",44.50302158,11.31327914,"",3625
"VIA PORRETTANA, 95/D","Porto - Saragozza","Costa Saragozza","Esercizi di vicinato",44.49152795,11.30515648,"Bigiotteria",3626
"VIA EMILIA PONENTE, 264/B","Borgo Panigale - Reno","Borgo Panigale","Esercizi di vicinato",44.51166042,11.28847662,"Pane - pasticceria - dolciumi",3627
"VIA MARSALA, 33/A","Santo Stefano","Irnerio","Punti di vendita non esclusivi di quotidiani e/o periodici",44.49674063,11.34736656,"",3628
"VIA S.STEFANO, 14/D","Santo Stefano","Galvani","Esercizi di vicinato",44.4928726,11.34757134,"Abbigliamento",3629
"VIA DI CORTICELLA, 180","Navile","Bolognina","Esercizi di vicinato",44.52580528,11.34949068,"Abbigliamento e accessori",3630
"VIA D'AZEGLIO, 1/B","Porto - Saragozza","Malpighi","Esercizi di vicinato",44.49345798,11.34219521,"Prodotti di erboristeria",3631
"VIA PIETRO MENGOLI, 22/B","San Donato - San Vitale","S. Vitale","Esercizi di vicinato",44.48874999,11.37104018,"Libri",3632
"VIA GIUSEPPE MASSARENTI, 108","San Donato - San Vitale","S. Vitale","Esercizi di vicinato",44.49241832,11.36512269,"Cartoleria",3633
"VIA ENRICO MATTEI, 28","San Donato - San Vitale","S. Vitale","Esercizi di vicinato",44.49517438,11.40213588,"Prodotti ortofrutticoli",3634
"VIA MONDO, 22/2","San Donato - San Vitale","San Donato","Esercizi di vicinato",44.50006272,11.37076768,"Articoli sportivi",3635
"VIA MAZZINI, 89/2","Santo Stefano","Murri","Esercizi di vicinato",44.48563984,11.36852707,"Abbigliamento e accessori",3636
"VIA QUATTRO NOVEMBRE, 12","Porto - Saragozza","Malpighi","Esercizi di vicinato",44.49368429,11.3416085,"Alimentari confezionati",3637
"VIA DELL'INTAGLIATORE, 12","San Donato - San Vitale","S. Vitale","Esercizi di vicinato",44.50361462,11.40981416,"Calzature e articoli in cuoio",3638
"VIA DI CORTICELLA, 121/E","Navile","Bolognina","Esercizi di vicinato",44.52162205,11.3483954,"",3639
"VIALE ANGELO MASINI, 12","Santo Stefano","Irnerio","Ingrosso",44.50424509,11.34839869,"Alimentari confezionati",3640
"VIA MASCARELLA, 76/A","Santo Stefano","Irnerio","Esercizi di vicinato",44.50047163,11.35067243,"Alimentari confezionati",3641
"VIA INNOCENZO MALVASIA, 24/3A","Porto - Saragozza","Saffi","Medie strutture di vendita",44.50194862,11.32390344,"",3642
"VIA DELL'ARCOVEGGIO, 59/4","Navile","Corticella","Esercizi di vicinato",44.53590361,11.35021648,"Alimenti per animali confezionati",3643
"VIA ENRICO MATTEI, 48/11B","San Donato - San Vitale","S. Vitale","Esercizi di vicinato",44.49761246,11.40703595,"",3644
"VIA S.STEFANO, 23/A","Santo Stefano","Galvani","Esercizi di vicinato",44.49157441,11.34841757,"Orologi da polso",3645
"VIA S.ISAIA, 57/A","Porto - Saragozza","Malpighi","Esercizi di vicinato",44.49429822,11.33098122,"Cialde di caffe' the e tisane",3646
"VIA NOSADELLA, 9/A","Porto - Saragozza","Malpighi","Esercizi di vicinato",44.49275898,11.33555742,"Oggetti preziosi",3647
"VIA ARISTOTILE FIORAVANTI, 28/C","Navile","Bolognina","Esercizi di vicinato",44.51348737,11.34148338,"Abbigliamento e accessori",3648
"GALLERIA VIALARGA, 10","San Donato - San Vitale","S. Vitale","Medie strutture di vendita",44.49773645,11.39078225,"Abbigliamento",3649
"VIA TOSCANA, 47","Savena","S. Ruffillo","Esercizi di vicinato",44.46609138,11.37046556,"Accessori per auto olii",3650
"VIA DEI MILLE, 18/A","Porto - Saragozza","Marconi","Grandi strutture di vendita",44.50160806,11.34202606,"",3651
"VIA DONATO CRETI, 73/B","Navile","Bolognina","Esercizi di vicinato",44.50978823,11.35518783,"Autoveicoli e moto di grossa cilindrata",3652
"VIA S.MAMOLO, 25/D","Santo Stefano","Colli","Esercizi di vicinato",44.48555957,11.33936606,"",3653
"VIALE ILIC ULJANOV LENIN, 50","San Donato - San Vitale","S. Vitale","Esercizi di vicinato",44.4927419,11.39039115,"Abbigliamento e accessori",3654
"VIA D'AZEGLIO, 39/C","Porto - Saragozza","Malpighi","Esercizi di vicinato",44.48973669,11.34077305,"Complementi d'arredo",3655
"VIA ALBIROLI, 10","Santo Stefano","Irnerio","Esercizi di vicinato",44.49634095,11.34491847,"Oggetti preziosi",3656
"VIA BENEDETTO XIV, 1/C","Santo Stefano","Irnerio","Esercizi di vicinato",44.49477709,11.34929218,"",3657
"VIA AUGUSTO MURRI, 114","Santo Stefano","Murri","Esercizi di vicinato",44.47732527,11.36640839,"Apparecchi acustici",3658
"VIA LUCA DELLA ROBBIA, 1/D","San Donato - San Vitale","S. Vitale","Esercizi di vicinato",44.49453249,11.38475158,"Biciclette e accessori",3659
"VIA AUGUSTO MURRI, 22/D","Santo Stefano","Murri","Esercizi di vicinato",44.4824725,11.35975357,"Abbigliamento",3660
"VIA CARLO ALBERTO PIZZARDI, 44/A","San Donato - San Vitale","S. Vitale","Esercizi di vicinato",44.48920672,11.37096047,"Pasta fresca e prodotti da forno",3661
"VIA D'AZEGLIO, 35/A","Porto - Saragozza","Malpighi","Esercizi di vicinato",44.49025599,11.34112648,"Calzature e articoli in cuoio",3662
"VIA S.DONATO, 51/3A","San Donato - San Vitale","San Donato","Phone center/Internet point",44.5034892,11.36463878,"",3663
"VIA OLINDO GUERRINI, 4/A","Porto - Saragozza","Costa Saragozza","Esercizi di vicinato",44.49579367,11.32074816,"Prodotti tessili e biancheria",3664
"VIA AGUCCHI, 8","Borgo Panigale - Reno","S. Viola","Phone center/Internet point",44.50964003,11.29732939,"",3665
"VIA S.MAMOLO, 58/C","Santo Stefano","Colli","Esercizi di vicinato",44.48172177,11.33737263,"Alimentari confezionati",3666
"VIA MONTELLO, 2/A","Porto - Saragozza","Saffi","Esercizi di vicinato",44.50079828,11.32245053,"Alimentari confezionati",3667
"VIA ARTURO SOLARI, 16/B","Navile","Corticella","Esercizi di vicinato",44.54188437,11.35858278,"Articoli per caccia e pesca",3668
"VIA ADELAIDE BORGHI MAMO, 10/E","Santo Stefano","Murri","Esercizi di vicinato",44.47685951,11.36175016,"Abbigliamento e accessori",3669
"VIA DEL TRIUMVIRATO, 87/A","Borgo Panigale - Reno","Borgo Panigale","Esercizi di vicinato",44.51887063,11.29412259,"Bevande vini - olii - birra ed altre",3670
"VIA AUGUSTO MURRI, 191/C","Santo Stefano","Murri","Esercizi di vicinato",44.47346769,11.36867528,"",3671
"VIA S.ANNA, 3/E","Navile","Corticella","Esercizi di vicinato",44.54790405,11.35638873,"Alimentari confezionati",3672
"VIA UGO BASSI, 8/F","Porto - Saragozza","Malpighi","Esercizi di vicinato",44.49530637,11.33918864,"",3673
"VIA GIUSEPPE MASSARENTI, 179","San Donato - San Vitale","S. Vitale","Esercizi di vicinato",44.49326161,11.38294354,"",3674
"VIA GIUSEPPE BRINI, 41","Navile","Corticella","Ingrosso",44.53520377,11.36096588,"Abbigliamento e accessori",3675
